t              shieldingEffectiveness.fdtd_front_Ex_1_1_1.dat       incid
   0.53152996067062919E-008   0.120041758E+000   0.000000000E+000
   0.53191512730879631E-008   0.120042689E+000   0.000000000E+000
   0.53230029394696343E-008   0.120043263E+000   0.000000000E+000
   0.53268546058513055E-008   0.120043039E+000   0.000000000E+000
   0.53307062722329768E-008   0.120042682E+000   0.000000000E+000
   0.53345579386146480E-008   0.120042704E+000   0.000000000E+000
   0.53384096049963192E-008   0.120043062E+000   0.000000000E+000
   0.53422612713779905E-008   0.120043658E+000   0.000000000E+000
   0.53461129377596617E-008   0.120044358E+000   0.000000000E+000
   0.53499646041413329E-008   0.120044649E+000   0.000000000E+000
   0.53538162705230041E-008   0.120044142E+000   0.000000000E+000
   0.53576679369046754E-008   0.120043531E+000   0.000000000E+000
   0.53615196032863466E-008   0.120043956E+000   0.000000000E+000
   0.53653712696680178E-008   0.120045170E+000   0.000000000E+000
   0.53692229360496890E-008   0.120045871E+000   0.000000000E+000
   0.53730746024313603E-008   0.120045543E+000   0.000000000E+000
   0.53769262688130315E-008   0.120045096E+000   0.000000000E+000
   0.53807779351947027E-008   0.120045111E+000   0.000000000E+000
   0.53846296015763739E-008   0.120045409E+000   0.000000000E+000
   0.53884812679580452E-008   0.120045878E+000   0.000000000E+000
   0.53923329343397164E-008   0.120046631E+000   0.000000000E+000
   0.53961846007213876E-008   0.120047152E+000   0.000000000E+000
   0.54000362671030588E-008   0.120046794E+000   0.000000000E+000
   0.54038879334847301E-008   0.120046049E+000   0.000000000E+000
   0.54077395998664013E-008   0.120046139E+000   0.000000000E+000
   0.54115912662480725E-008   0.120047122E+000   0.000000000E+000
   0.54154429326297437E-008   0.120047942E+000   0.000000000E+000
   0.54192945990114150E-008   0.120048143E+000   0.000000000E+000
   0.54231462653930862E-008   0.120047994E+000   0.000000000E+000
   0.54269979317747574E-008   0.120047659E+000   0.000000000E+000
   0.54308495981564286E-008   0.120047376E+000   0.000000000E+000
   0.54347012645380999E-008   0.120047785E+000   0.000000000E+000
   0.54385529309197711E-008   0.120048992E+000   0.000000000E+000
   0.54424045973014423E-008   0.120049797E+000   0.000000000E+000
   0.54462562636831136E-008   0.120049275E+000   0.000000000E+000
   0.54501079300647848E-008   0.120048322E+000   0.000000000E+000
   0.54539595964464560E-008   0.120048471E+000   0.000000000E+000
   0.54578112628281272E-008   0.120049551E+000   0.000000000E+000
   0.54616629292097985E-008   0.120050296E+000   0.000000000E+000
   0.54655145955914697E-008   0.120050251E+000   0.000000000E+000
   0.54693662619731409E-008   0.120050058E+000   0.000000000E+000
   0.54732179283548121E-008   0.120050021E+000   0.000000000E+000
   0.54770695947364834E-008   0.120049976E+000   0.000000000E+000
   0.54809212611181546E-008   0.120050266E+000   0.000000000E+000
   0.54847729274998258E-008   0.120051190E+000   0.000000000E+000
   0.54886245938814970E-008   0.120051779E+000   0.000000000E+000
   0.54924762602631683E-008   0.120051265E+000   0.000000000E+000
   0.54963279266448395E-008   0.120050646E+000   0.000000000E+000
   0.55001795930265107E-008   0.120051153E+000   0.000000000E+000
   0.55040312594081819E-008   0.120052211E+000   0.000000000E+000
   0.55078829257898532E-008   0.120052464E+000   0.000000000E+000
   0.55117345921715244E-008   0.120052084E+000   0.000000000E+000
   0.55155862585531956E-008   0.120052010E+000   0.000000000E+000
   0.55194379249348668E-008   0.120052360E+000   0.000000000E+000
   0.55232895913165381E-008   0.120052777E+000   0.000000000E+000
   0.55271412576982093E-008   0.120053194E+000   0.000000000E+000
   0.55309929240798805E-008   0.120053411E+000   0.000000000E+000
   0.55348445904615517E-008   0.120053105E+000   0.000000000E+000
   0.55386962568432230E-008   0.120052837E+000   0.000000000E+000
   0.55425479232248942E-008   0.120053545E+000   0.000000000E+000
   0.55463995896065654E-008   0.120054655E+000   0.000000000E+000
   0.55502512559882367E-008   0.120054632E+000   0.000000000E+000
   0.55541029223699079E-008   0.120053619E+000   0.000000000E+000
   0.55579545887515791E-008   0.120053463E+000   0.000000000E+000
   0.55618062551332503E-008   0.120054588E+000   0.000000000E+000
   0.55656579215149216E-008   0.120055564E+000   0.000000000E+000
   0.55695095878965928E-008   0.120055512E+000   0.000000000E+000
   0.55733612542782640E-008   0.120054938E+000   0.000000000E+000
   0.55772129206599352E-008   0.120054521E+000   0.000000000E+000
   0.55810645870416065E-008   0.120054767E+000   0.000000000E+000
   0.55849162534232777E-008   0.120055892E+000   0.000000000E+000
   0.55887679198049489E-008   0.120056957E+000   0.000000000E+000
   0.55926195861866201E-008   0.120056532E+000   0.000000000E+000
   0.55964712525682914E-008   0.120055191E+000   0.000000000E+000
   0.56003229189499626E-008   0.120055266E+000   0.000000000E+000
   0.56041745853316338E-008   0.120056994E+000   0.000000000E+000
   0.56080262517133050E-008   0.120057896E+000   0.000000000E+000
   0.56118779180949763E-008   0.120056935E+000   0.000000000E+000
   0.56157295844766475E-008   0.120056212E+000   0.000000000E+000
   0.56195812508583187E-008   0.120057084E+000   0.000000000E+000
   0.56234329172399899E-008   0.120057948E+000   0.000000000E+000
   0.56272845836216612E-008   0.120057620E+000   0.000000000E+000
   0.56311362500033324E-008   0.120057285E+000   0.000000000E+000
   0.56349879163850036E-008   0.120057963E+000   0.000000000E+000
   0.56388395827666749E-008   0.120058656E+000   0.000000000E+000
   0.56426912491483461E-008   0.120058440E+000   0.000000000E+000
   0.56465429155300173E-008   0.120058067E+000   0.000000000E+000
   0.56503945819116885E-008   0.120058253E+000   0.000000000E+000
   0.56542462482933598E-008   0.120058663E+000   0.000000000E+000
   0.56580979146750310E-008   0.120059215E+000   0.000000000E+000
   0.56619495810567022E-008   0.120059907E+000   0.000000000E+000
   0.56658012474383734E-008   0.120059796E+000   0.000000000E+000
   0.56696529138200447E-008   0.120058633E+000   0.000000000E+000
   0.56735045802017159E-008   0.120058291E+000   0.000000000E+000
   0.56773562465833871E-008   0.120060116E+000   0.000000000E+000
   0.56812079129650583E-008   0.120061867E+000   0.000000000E+000
   0.56850595793467296E-008   0.120060861E+000   0.000000000E+000
   0.56889112457284008E-008   0.120058857E+000   0.000000000E+000
   0.56927629121100720E-008   0.120059304E+000   0.000000000E+000
   0.56966145784917432E-008   0.120061502E+000   0.000000000E+000
   0.57004662448734145E-008   0.120062053E+000   0.000000000E+000
   0.57043179112550857E-008   0.120060779E+000   0.000000000E+000
   0.57081695776367569E-008   0.120060407E+000   0.000000000E+000
   0.57120212440184281E-008   0.120061502E+000   0.000000000E+000
   0.57158729104000994E-008   0.120062061E+000   0.000000000E+000
   0.57197245767817706E-008   0.120061576E+000   0.000000000E+000
   0.57235762431634418E-008   0.120061517E+000   0.000000000E+000
   0.57274279095451130E-008   0.120062158E+000   0.000000000E+000
   0.57312795759267843E-008   0.120062433E+000   0.000000000E+000
   0.57351312423084555E-008   0.120062374E+000   0.000000000E+000
   0.57389829086901267E-008   0.120062634E+000   0.000000000E+000
   0.57428345750717980E-008   0.120062783E+000   0.000000000E+000
   0.57466862414534692E-008   0.120062388E+000   0.000000000E+000
   0.57505379078351404E-008   0.120062500E+000   0.000000000E+000
   0.57543895742168116E-008   0.120063737E+000   0.000000000E+000
   0.57582412405984829E-008   0.120064490E+000   0.000000000E+000
   0.57620929069801541E-008   0.120063484E+000   0.000000000E+000
   0.57659445733618253E-008   0.120062403E+000   0.000000000E+000
   0.57697962397434965E-008   0.120063171E+000   0.000000000E+000
   0.57736479061251678E-008   0.120064743E+000   0.000000000E+000
   0.57774995725068390E-008   0.120065063E+000   0.000000000E+000
   0.57813512388885102E-008   0.120064341E+000   0.000000000E+000
   0.57852029052701814E-008   0.120063879E+000   0.000000000E+000
   0.57890545716518527E-008   0.120064028E+000   0.000000000E+000
   0.57929062380335239E-008   0.120064601E+000   0.000000000E+000
   0.57967579044151951E-008   0.120065473E+000   0.000000000E+000
   0.58006095707968663E-008   0.120065942E+000   0.000000000E+000
   0.58044612371785376E-008   0.120065257E+000   0.000000000E+000
   0.58083129035602088E-008   0.120064348E+000   0.000000000E+000
   0.58121645699418800E-008   0.120064907E+000   0.000000000E+000
   0.58160162363235512E-008   0.120066442E+000   0.000000000E+000
   0.58198679027052225E-008   0.120066822E+000   0.000000000E+000
   0.58237195690868937E-008   0.120065831E+000   0.000000000E+000
   0.58275712354685649E-008   0.120065384E+000   0.000000000E+000
   0.58314229018502362E-008   0.120066196E+000   0.000000000E+000
   0.58352745682319074E-008   0.120066985E+000   0.000000000E+000
   0.58391262346135786E-008   0.120066941E+000   0.000000000E+000
   0.58429779009952498E-008   0.120066695E+000   0.000000000E+000
   0.58468295673769211E-008   0.120066725E+000   0.000000000E+000
   0.58506812337585923E-008   0.120066963E+000   0.000000000E+000
   0.58545329001402635E-008   0.120067418E+000   0.000000000E+000
   0.58583845665219347E-008   0.120067827E+000   0.000000000E+000
   0.58622362329036060E-008   0.120067611E+000   0.000000000E+000
   0.58660878992852772E-008   0.120067179E+000   0.000000000E+000
   0.58699395656669484E-008   0.120067641E+000   0.000000000E+000
   0.58737912320486196E-008   0.120068662E+000   0.000000000E+000
   0.58776428984302909E-008   0.120068736E+000   0.000000000E+000
   0.58814945648119621E-008   0.120067894E+000   0.000000000E+000
   0.58853462311936333E-008   0.120067827E+000   0.000000000E+000
   0.58891978975753045E-008   0.120068870E+000   0.000000000E+000
   0.58930495639569758E-008   0.120069444E+000   0.000000000E+000
   0.58969012303386470E-008   0.120069034E+000   0.000000000E+000
   0.59007528967203182E-008   0.120068818E+000   0.000000000E+000
   0.59046045631019894E-008   0.120069243E+000   0.000000000E+000
   0.59084562294836607E-008   0.120069467E+000   0.000000000E+000
   0.59123078958653319E-008   0.120069444E+000   0.000000000E+000
   0.59161595622470031E-008   0.120069869E+000   0.000000000E+000
   0.59200112286286743E-008   0.120070294E+000   0.000000000E+000
   0.59238628950103456E-008   0.120069869E+000   0.000000000E+000
   0.59277145613920168E-008   0.120069541E+000   0.000000000E+000
   0.59315662277736880E-008   0.120070361E+000   0.000000000E+000
   0.59354178941553593E-008   0.120071195E+000   0.000000000E+000
   0.59392695605370305E-008   0.120070718E+000   0.000000000E+000
   0.59431212269187017E-008   0.120070070E+000   0.000000000E+000
   0.59469728933003729E-008   0.120070726E+000   0.000000000E+000
   0.59508245596820442E-008   0.120071672E+000   0.000000000E+000
   0.59546762260637154E-008   0.120071448E+000   0.000000000E+000
   0.59585278924453866E-008   0.120070942E+000   0.000000000E+000
   0.59623795588270578E-008   0.120071366E+000   0.000000000E+000
   0.59662312252087291E-008   0.120071881E+000   0.000000000E+000
   0.59700828915904003E-008   0.120071717E+000   0.000000000E+000
   0.59739345579720715E-008   0.120071843E+000   0.000000000E+000
   0.59777862243537427E-008   0.120072514E+000   0.000000000E+000
   0.59816378907354140E-008   0.120072365E+000   0.000000000E+000
   0.59854895571170852E-008   0.120071545E+000   0.000000000E+000
   0.59893412234987564E-008   0.120072059E+000   0.000000000E+000
   0.59931928898804276E-008   0.120073609E+000   0.000000000E+000
   0.59970445562620989E-008   0.120073661E+000   0.000000000E+000
   0.60008962226437701E-008   0.120072193E+000   0.000000000E+000
   0.60047478890254413E-008   0.120072000E+000   0.000000000E+000
   0.60085995554071125E-008   0.120073535E+000   0.000000000E+000
   0.60124512217887838E-008   0.120074205E+000   0.000000000E+000
   0.60163028881704550E-008   0.120073400E+000   0.000000000E+000
   0.60201545545521262E-008   0.120073318E+000   0.000000000E+000
   0.60240062209337975E-008   0.120074213E+000   0.000000000E+000
   0.60278578873154687E-008   0.120074064E+000   0.000000000E+000
   0.60317095536971399E-008   0.120073140E+000   0.000000000E+000
   0.60355612200788111E-008   0.120073736E+000   0.000000000E+000
   0.60394128864604824E-008   0.120075464E+000   0.000000000E+000
   0.60432645528421536E-008   0.120075502E+000   0.000000000E+000
   0.60471162192238248E-008   0.120073929E+000   0.000000000E+000
   0.60509678856054960E-008   0.120073669E+000   0.000000000E+000
   0.60548195519871673E-008   0.120075107E+000   0.000000000E+000
   0.60586712183688385E-008   0.120075785E+000   0.000000000E+000
   0.60625228847505097E-008   0.120075144E+000   0.000000000E+000
   0.60663745511321809E-008   0.120075077E+000   0.000000000E+000
   0.60702262175138522E-008   0.120075800E+000   0.000000000E+000
   0.60740778838955234E-008   0.120075785E+000   0.000000000E+000
   0.60779295502771946E-008   0.120075196E+000   0.000000000E+000
   0.60817812166588658E-008   0.120075561E+000   0.000000000E+000
   0.60856328830405371E-008   0.120076448E+000   0.000000000E+000
   0.60894845494222083E-008   0.120076403E+000   0.000000000E+000
   0.60933362158038795E-008   0.120076030E+000   0.000000000E+000
   0.60971878821855507E-008   0.120076545E+000   0.000000000E+000
   0.61010395485672220E-008   0.120076917E+000   0.000000000E+000
   0.61048912149488932E-008   0.120076142E+000   0.000000000E+000
   0.61087428813305644E-008   0.120075896E+000   0.000000000E+000
   0.61125945477122356E-008   0.120077446E+000   0.000000000E+000
   0.61164462140939069E-008   0.120078541E+000   0.000000000E+000
   0.61202978804755781E-008   0.120077297E+000   0.000000000E+000
   0.61241495468572493E-008   0.120075978E+000   0.000000000E+000
   0.61280012132389206E-008   0.120076984E+000   0.000000000E+000
   0.61318528796205918E-008   0.120078489E+000   0.000000000E+000
   0.61357045460022630E-008   0.120078102E+000   0.000000000E+000
   0.61395562123839342E-008   0.120077349E+000   0.000000000E+000
   0.61434078787656055E-008   0.120078228E+000   0.000000000E+000
   0.61472595451472767E-008   0.120078996E+000   0.000000000E+000
   0.61511112115289479E-008   0.120077863E+000   0.000000000E+000
   0.61549628779106191E-008   0.120077029E+000   0.000000000E+000
   0.61588145442922904E-008   0.120078646E+000   0.000000000E+000
   0.61626662106739616E-008   0.120080359E+000   0.000000000E+000
   0.61665178770556328E-008   0.120079450E+000   0.000000000E+000
   0.61703695434373040E-008   0.120077714E+000   0.000000000E+000
   0.61742212098189753E-008   0.120078154E+000   0.000000000E+000
   0.61780728762006465E-008   0.120079741E+000   0.000000000E+000
   0.61819245425823177E-008   0.120079882E+000   0.000000000E+000
   0.61857762089639889E-008   0.120079227E+000   0.000000000E+000
   0.61896278753456602E-008   0.120079599E+000   0.000000000E+000
   0.61934795417273314E-008   0.120080270E+000   0.000000000E+000
   0.61973312081090026E-008   0.120079860E+000   0.000000000E+000
   0.62011828744906738E-008   0.120079197E+000   0.000000000E+000
   0.62050345408723451E-008   0.120079577E+000   0.000000000E+000
